parameter_set_id,scenario_id,sample_variant,initial_branch,trial_id,chain_depth,terminated_reason,P_initial_line,chain_transition_probability,probability_status,R1_LLR,R2_LFOR,R3_NVOR,R_CRI_basic,R_CRI_recomputed,scale_convention,source_file,note
high_hidden_failure,penetration_40pct,transition_probability_weighted,2,2,1,no_new_outage,0.000582,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,2,3,4,load_loss_threshold,0.000582,NaN,severity_only,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,2.04439879828613,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,2,3,4,load_loss_threshold,0.000582,NaN,initial_probability_only,0.000295562120356943,0.00394110293330483,0.00112141120863697,0.00118984010060253,0.00118984010060253,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,2,3,4,load_loss_threshold,0.000582,NaN,initial_probability_only,2.95562120356943,39.4110293330483,11.2141120863697,11.8984010060253,11.8984010060253,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,2,3,4,load_loss_threshold,0.000582,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,2,4,5,max_depth_reached,0.000582,NaN,severity_only,1,1,1,1,1,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,2,4,5,max_depth_reached,0.000582,NaN,initial_probability_only,0.000582,0.000582,0.000582,0.000582,0.000582,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,2,4,5,max_depth_reached,0.000582,NaN,initial_probability_only,5.82,5.82,5.82,5.82,5.82,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,2,4,5,max_depth_reached,0.000582,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,2,5,5,max_depth_reached,0.000582,NaN,severity_only,1,1,1,1,1,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,2,5,5,max_depth_reached,0.000582,NaN,initial_probability_only,0.000582,0.000582,0.000582,0.000582,0.000582,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,2,5,5,max_depth_reached,0.000582,NaN,initial_probability_only,5.82,5.82,5.82,5.82,5.82,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,2,5,5,max_depth_reached,0.000582,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,2,6,5,max_depth_reached,0.000582,NaN,severity_only,1,1,1,1,1,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,2,6,5,max_depth_reached,0.000582,NaN,initial_probability_only,0.000582,0.000582,0.000582,0.000582,0.000582,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,2,6,5,max_depth_reached,0.000582,NaN,initial_probability_only,5.82,5.82,5.82,5.82,5.82,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,2,6,5,max_depth_reached,0.000582,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,2,7,2,no_new_outage,0.000582,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,2,7,2,no_new_outage,0.000582,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,2,7,2,no_new_outage,0.000582,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,2,7,2,no_new_outage,0.000582,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,2,8,5,max_depth_reached,0.000582,NaN,severity_only,0.833202488555745,0,0,0.499921493133447,0.499921493133447,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,2,8,5,max_depth_reached,0.000582,NaN,initial_probability_only,0.000484923848339444,0,0,0.000290954309003666,0.000290954309003666,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,2,8,5,max_depth_reached,0.000582,NaN,initial_probability_only,4.84923848339444,0,0,2.90954309003666,2.90954309003666,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,2,8,5,max_depth_reached,0.000582,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,2,9,1,no_new_outage,0.000582,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,2,9,1,no_new_outage,0.000582,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,2,9,1,no_new_outage,0.000582,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,2,9,1,no_new_outage,0.000582,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,2,10,3,load_loss_threshold,0.000582,NaN,severity_only,0.633388122918409,0.523545886158283,0.736673217212483,0.632076694425198,0.632076694425199,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,2,10,3,load_loss_threshold,0.000582,NaN,initial_probability_only,0.000368631887538514,0.000304703705744121,0.000428743812417665,0.000367868636155465,0.000367868636155466,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,2,10,3,load_loss_threshold,0.000582,NaN,initial_probability_only,3.68631887538514,3.04703705744121,4.28743812417665,3.67868636155465,3.67868636155466,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,2,10,3,load_loss_threshold,0.000582,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,1,1,no_new_outage,0.000378,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,1,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,1,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,1,1,no_new_outage,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,2,1,no_new_outage,0.000378,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,2,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,2,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,2,1,no_new_outage,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,3,1,no_new_outage,0.000378,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,3,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,3,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,3,1,no_new_outage,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,4,1,no_new_outage,0.000378,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,4,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,4,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,4,1,no_new_outage,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,5,1,no_new_outage,0.000378,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,5,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,5,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,5,1,no_new_outage,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,6,1,no_new_outage,0.000378,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,6,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,6,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,6,1,no_new_outage,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,7,1,no_new_outage,0.000378,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,7,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,7,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,7,1,no_new_outage,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,8,1,no_new_outage,0.000378,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,8,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,8,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,8,1,no_new_outage,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,9,1,no_new_outage,0.000378,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,9,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,9,1,no_new_outage,0.000378,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,9,1,no_new_outage,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,3,10,4,load_loss_threshold,0.000378,NaN,severity_only,0.313640927820051,6.4429066953989,1.22532424711686,1.72183074519518,1.72183074519518,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,3,10,4,load_loss_threshold,0.000378,NaN,initial_probability_only,0.000118556270715979,0.00243541873086078,0.000463172565410173,0.000650852021683778,0.000650852021683779,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,3,10,4,load_loss_threshold,0.000378,NaN,initial_probability_only,1.18556270715979,24.3541873086078,4.63172565410173,6.50852021683778,6.50852021683779,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,3,10,4,load_loss_threshold,0.000378,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,1,1,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,1,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,1,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,1,1,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,2,1,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,2,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,2,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
